"Source: Calculated by ReFED based on data from various sources. See https://insights.refed.com/methodology for more information. Data last updated January 23, 2021",,,,,,,
,,,,,,,
,,,,,,,
solution_group,solution_priority_action_area,solution_name,stakeholder,state,annual_us_dollars_cost,annual_us_dollars_gross_financial_benefit,annual_us_dollars_net_financial_benefit
Prevention,Refine Product Management,Dynamic Pricing,Solution Providers,North Carolina,0,33119859.31,33119859.31
Recycling,Recycle Anything Remaining,Centralized Composting,Manufacturers,New Hampshire,0,362.5862067,362.5862067
Prevention,Refine Product Management,Dynamic Pricing,Retailers,Texas,93041554.37,96704375.96,3662821.596
Prevention,Refine Product Management,Dynamic Pricing,Solution Providers,Louisiana,0,14005458.37,14005458.37
Rescue,Strengthen Food Rescue,Donation Education,Consumers,Nevada,0,12642402.6,12642402.6
Prevention,Refine Product Management,Increased Delivery Frequency,Foodservice,Vermont,7498.79778,31904.21581,24405.41803
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Consumers,Maine,0,31823675.19,31823675.19
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Foodservice,Kentucky,58227.3415,392752.095,334524.7535
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Solution Providers,Wyoming,171475.3093,0,-171475.3093
Prevention,Refine Product Management,Increased Delivery Frequency,Foodservice,Massachusetts,128177.2192,545339.9043,417162.6851
Prevention,Reshape Consumer Environments,Meal Kits,Consumers,North Dakota,1996556.802,19965568.02,17969011.21
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retailers,New Mexico,2598.999747,2032267.325,2029668.325
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Manufacturers,Virginia,0,5565.833669,5565.833669
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Manufacturers,Kansas,0,4072.643636,4072.643636
Prevention,Reshape Consumer Environments,Small Plates,Foodservice,New Mexico,294004.1159,2872419.17,2578415.054
Prevention,Enhance Product Distribution,Intelligent Routing,Retailers,Vermont,1214688.749,4047559.363,2832870.615
Recycling,Recycle Anything Remaining,Co-digestion At Wastewater Treatment Plants,Government,Oregon,3351577.076,4240835.863,889258.787
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Foodservice,Alabama,3282.143511,248538.4793,245256.3358
Prevention,Enhance Product Distribution,Intelligent Routing,Manufacturers,Missouri,664507.7203,2214258.137,1549750.416
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Manufacturers,Massachusetts,20579.53423,14724.3611,-5855.173127
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Manufacturers,Pennsylvania,0,21213.41629,21213.41629
Prevention,Optimize The Harvest,Partial Order Acceptance,Producers,Arizona,0,169284.4289,169284.4289
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Foodservice,New Jersey,0,15617.41201,15617.41201
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Retailers,Connecticut,164456.6785,834950.0781,670493.3996
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Government,Utah,1898108.522,2113730.114,215621.5916
Rescue,Strengthen Food Rescue,Donation Transportation,Consumers,Nebraska,0,11246282.4,11246282.4
Rescue,Strengthen Food Rescue,Donation Value-added Processing,Consumers,Mississippi,0,1977483.334,1977483.334
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Foodservice,Colorado,147647.6657,223323.7597,75676.09396
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Consumers,Virginia,0,17288.95471,17288.95471
Prevention,Refine Product Management,Dynamic Pricing,Solution Providers,Mississippi,0,8312508.031,8312508.031
Prevention,Refine Product Management,Waste Tracking (foodservice),Solution Providers,Pennsylvania,0,41941376.14,41941376.14
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Government,California,266105.858,3226988.205,2960882.347
Prevention,Refine Product Management,Assisted Distressed Sales,Solution Providers,Idaho,0,62340.37235,62340.37235
Prevention,Reshape Consumer Environments,Meal Kits,Retailers,Delaware,0,5597.097684,5597.097684
Prevention,Enhance Product Distribution,Decreased Transit Time,Foodservice,Vermont,26444.53103,139121.6517,112677.1206
Recycling,Recycle Anything Remaining,Livestock Feed,Retailers,California,33749.87851,24295.00509,-9454.873425
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Retailers,Minnesota,98743.70526,68525.07506,-30218.6302
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Consumers,Minnesota,0,29779271.86,29779271.86
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Government,Louisiana,254712.7824,0,-254712.7824
Prevention,Maximize Product Utilization,Manufacturing Byproduct Utilization (upcycling),Manufacturers,Michigan,0,59774427.76,59774427.76
Prevention,Reshape Consumer Environments,Meal Kits,Retailers,North Dakota,0,4791.948171,4791.948171
Prevention,Enhance Product Distribution,Intelligent Routing,Solution Providers,Washington,0,18832298.94,18832298.94
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Consumers,Louisiana,0,31766.90512,31766.90512
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Foodservice,Ohio,0,3028540.712,3028540.712
Prevention,Reshape Consumer Environments,Buffet Signage,Foodservice,Florida,4891.948317,15587979.95,15583088
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Manufacturers,Montana,653745.9757,0,-653745.9757
Prevention,Optimize The Harvest,Buyer Specification Expansion,Retailers,Alaska,0,20532.80831,20532.80831
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Foodservice,North Carolina,6816.421775,516169.7216,509353.2998
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Producers,Virginia,1868521.598,119189.9133,-1749331.684
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Solution Providers,Colorado,579456.3314,0,-579456.3314
Prevention,Reshape Consumer Environments,Buffet Signage,Foodservice,Tennessee,1132.66587,3609190.395,3608057.729
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Retailers,Virginia,0,8441640.139,8441640.139
Prevention,Maximize Product Utilization,Manufacturing Line Optimization,Manufacturers,Alaska,240181.62,528482.2426,288300.6226
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retailers,North Carolina,0,12514.03221,12514.03221
Recycling,Recycle Anything Remaining,Community Composting,Consumers,Wyoming,3622.099693,0,-3622.099693
Prevention,Reshape Consumer Environments,Package Design,Consumers,Pennsylvania,0,110688196,110688196
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Government,New Hampshire,1509.863536,18309.67517,16799.81163
Prevention,Refine Product Management,Assisted Distressed Sales,Manufacturers,Michigan,190502.043,11248692.07,11058190.02
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retailers,New Hampshire,2672.085384,2030875.414,2028203.329
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Consumers,Kentucky,0,5994367.719,5994367.719
Prevention,Reshape Consumer Environments,Meal Kits,Consumers,North Carolina,24342215.78,243422157.8,219079942
Prevention,Refine Product Management,Increased Delivery Frequency,Foodservice,West Virginia,30448.86717,129547.0631,99098.19595
Prevention,Optimize The Harvest,Partial Order Acceptance,Producers,North Carolina,0,839718.3988,839718.3988
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Foodservice,Texas,0,35376788.3,35376788.3
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Consumers,South Carolina,0,35099.572,35099.572
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Foodservice,Iowa,118390.0361,179070.274,60680.23798
Prevention,Optimize The Harvest,Gleaning,Solution Providers,South Carolina,238647.1192,0,-238647.1192
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Foodservice,Hawaii,983.3337931,74462.4008,73479.06701
Prevention,Reshape Consumer Environments,Portion Sizes,Foodservice,Minnesota,492834.0034,9164090.508,8671256.505
Prevention,Refine Product Management,Increased Delivery Frequency,Retailers,North Dakota,297403.9262,1265328.033,967924.1067
Prevention,Refine Product Management,Assisted Distressed Sales,Solution Providers,Oklahoma,0,21213.95014,21213.95014
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Manufacturers,North Dakota,1229.287242,6241.117649,5011.830408
Prevention,Maximize Product Utilization,Manufacturing Byproduct Utilization (upcycling),Manufacturers,Indiana,0,44815764.82,44815764.82
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Government,Wyoming,144228.3865,0,-144228.3865
Prevention,Enhance Product Distribution,Intelligent Routing,Manufacturers,Mississippi,164704.1616,548823.616,384119.4545
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Retailers,Arizona,1896649.646,37493198.14,35596548.5
Prevention,Enhance Product Distribution,Decreased Transit Time,Producers,Texas,943643.6623,4964401.325,4020757.663
Rescue,Strengthen Food Rescue,Donation Education,Retailers,Tennessee,128142.2411,88926.74896,-39215.49213
Prevention,Refine Product Management,Markdown Alert Applications,Solution Providers,Alaska,0,1931305.351,1931305.351
Prevention,Enhance Product Distribution,Intelligent Routing,Manufacturers,Illinois,1171037.106,3902104.312,2731067.206
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Government,Colorado,4613100.012,5137139.579,524039.5664
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Solution Providers,Rhode Island,0,610.5310496,610.5310496
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Solution Providers,Nebraska,0,1589192.338,1589192.338
Prevention,Enhance Product Distribution,Decreased Transit Time,Retailers,Massachusetts,13571978.97,71400628.31,57828649.34
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Foodservice,Florida,296906.9768,2002681.801,1705774.824
Prevention,Optimize The Harvest,Partial Order Acceptance,Retailers,Pennsylvania,860335.7696,901217.5379,40881.76828
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Government,West Virginia,51569.92805,0,-51569.92805
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Manufacturers,Virginia,30484.41325,154770.0189,124285.6056
Prevention,Optimize The Harvest,Partial Order Acceptance,Foodservice,Kansas,292303.5876,306193.3827,13889.79508
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Foodservice,Wisconsin,0,9333.758851,9333.758851
Prevention,Refine Product Management,Waste Tracking (foodservice),Foodservice,Pennsylvania,41941376.14,146257249,104315872.9
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Solution Providers,Florida,26642006.31,36718987.47,10076981.16
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Retailers,South Carolina,537050.0175,0,-537050.0175
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Manufacturers,Maine,5599.499756,28428.78016,22829.28041
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Manufacturers,Idaho,18455.78832,13204.85142,-5250.936907
Recycling,Recycle Anything Remaining,Centralized Composting,Retailers,Maine,0,5848.911723,5848.911723
Prevention,Reshape Consumer Environments,Meal Kits,Retailers,Kentucky,0,28800.89756,28800.89756
Rescue,Strengthen Food Rescue,Donation Education,Manufacturers,Indiana,211172.5677,151090.9385,-60081.62913
Recycling,Recycle Anything Remaining,Centralized Composting,Foodservice,New Hampshire,0,9758.013809,9758.013809
Prevention,Refine Product Management,Enhanced Demand Planning,Solution Providers,California,0,34106363.94,34106363.94
Rescue,Strengthen Food Rescue,Donation Education,Government,Mississippi,460500.087,0,-460500.087
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Government,Montana,27970.34456,0,-27970.34456
Prevention,Refine Product Management,Dynamic Pricing,Solution Providers,Minnesota,0,18915490.12,18915490.12
Rescue,Strengthen Food Rescue,Donation Education,Solution Providers,Oregon,3843815.193,0,-3843815.193
Recycling,Recycle Anything Remaining,Centralized Composting,Retailers,Rhode Island,0,3213.70799,3213.70799
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Consumers,New York,0,31930586.98,31930586.98
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Solution Providers,Maine,1781407.338,2455200.744,673793.4065
Prevention,Reshape Consumer Environments,K-12 Lunch Improvements,Foodservice,Louisiana,72966.72773,193125.346,120158.6182
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Consumers,Arizona,0,159392831.3,159392831.3
Prevention,Refine Product Management,Assisted Distressed Sales,Manufacturers,Connecticut,20222.51734,1194091.5,1173868.983
Prevention,Reshape Consumer Environments,Standardized Date Labels,Foodservice,Pennsylvania,0,7731933.573,7731933.573
Prevention,Reshape Consumer Environments,Package Design,Consumers,Louisiana,0,43399772.61,43399772.61
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Government,Idaho,337518.0255,0,-337518.0255
Recycling,Recycle Anything Remaining,Livestock Feed,Producers,Ohio,1681.479899,1210.42103,-471.0588694
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Solution Providers,Texas,0,22922249.11,22922249.11
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Producers,Illinois,0,188.2346676,188.2346676
Prevention,Refine Product Management,Enhanced Demand Planning,Solution Providers,Oregon,0,3979419.996,3979419.996
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Government,Indiana,5169262.221,5756480.778,587218.557
Prevention,Reshape Consumer Environments,Trayless,Foodservice,Michigan,482975.2687,8678180.124,8195204.856
Rescue,Strengthen Food Rescue,Donation Transportation,Consumers,Arizona,0,105400685.6,105400685.6
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Consumers,New Jersey,0,55114.81928,55114.81928
Prevention,Optimize The Harvest,Buyer Specification Expansion,Manufacturers,Idaho,0,911350.9736,911350.9736
Recycling,Recycle Anything Remaining,Home Composting,Consumers,Rhode Island,1087.094715,0,-1087.094715
Prevention,Reshape Consumer Environments,Standardized Date Labels,Consumers,Mississippi,0,17194737.16,17194737.16
Recycling,Recycle Anything Remaining,Centralized Composting,Manufacturers,Texas,0,144166.4867,144166.4867
Prevention,Enhance Product Distribution,First Expired First Out,Foodservice,Alaska,9336.075976,36512.05787,27175.98189
Rescue,Strengthen Food Rescue,Donation Value-added Processing,Consumers,Utah,0,22922.14166,22922.14166
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Solution Providers,Vermont,38806.79605,0,-38806.79605
Prevention,Reshape Consumer Environments,K-12 Lunch Improvements,Foodservice,Montana,16904.58613,44742.36608,27837.77996
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Solution Providers,Indiana,0,4141.076729,4141.076729
